Source Name	Characteristics[organism]	Characteristics[organism part]	Characteristics[disease]	Characteristics[xenograft]	Material Type	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRATEGY]	Protocol REF	Performer	Assay Name	Technology Type	Array Data File	Comment[MD5]	Factor Value[xenograft]
331_284_R3_HT7KCBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R3_HT7KCBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R3_HT7KCBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R3_HT7KCBGX3_L001	sequencing assay	331_284_R3_HT7KCBGX3_L001.fastq.gz	9d96993539f3ba865217422cdbb3e567	331_284_R3_HT7KCBGX3_L001
331_284_R3_HT7KCBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R3_HT7KCBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R3_HT7KCBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R3_HT7KCBGX3_L002	sequencing assay	331_284_R3_HT7KCBGX3_L002.fastq.gz	38c0ab2c57fda3f226031f48916188ce	331_284_R3_HT7KCBGX3_L002
331_284_R3_HT7KCBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R3_HT7KCBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R3_HT7KCBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R3_HT7KCBGX3_L003	sequencing assay	331_284_R3_HT7KCBGX3_L003.fastq.gz	3b72ccb2fcf4ee6eda9faf6377dbafff	331_284_R3_HT7KCBGX3_L003
331_284_R3_HT7KCBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R3_HT7KCBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R3_HT7KCBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R3_HT7KCBGX3_L004	sequencing assay	331_284_R3_HT7KCBGX3_L004.fastq.gz	7f0b05d23cfe63e252c71fc12f6f6119	331_284_R3_HT7KCBGX3_L004
331_284_R3_HT7TLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R3_HT7TLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R3_HT7TLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R3_HT7TLBGX3_L001	sequencing assay	331_284_R3_HT7TLBGX3_L001.fastq.gz	52a4b2be5a09c708e5a4d5f60b356836	331_284_R3_HT7TLBGX3_L001
331_284_R3_HT7TLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R3_HT7TLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R3_HT7TLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R3_HT7TLBGX3_L002	sequencing assay	331_284_R3_HT7TLBGX3_L002.fastq.gz	e7f77f987abd647b9159e9d607a25c4c	331_284_R3_HT7TLBGX3_L002
331_284_R3_HT7TLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R3_HT7TLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R3_HT7TLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R3_HT7TLBGX3_L003	sequencing assay	331_284_R3_HT7TLBGX3_L003.fastq.gz	3156f8501c9fa352129ba1cdd2ee00ad	331_284_R3_HT7TLBGX3_L003
331_284_R3_HT7TLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R3_HT7TLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R3_HT7TLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R3_HT7TLBGX3_L004	sequencing assay	331_284_R3_HT7TLBGX3_L004.fastq.gz	c14f3931d7322f6cf89a49f92c19a2c5	331_284_R3_HT7TLBGX3_L004
331_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	331_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	331_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	b8073d160d8869fe1c872eac155713c0	331_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
331_284_R4_HT7KCBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R4_HT7KCBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R4_HT7KCBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R4_HT7KCBGX3_L001	sequencing assay	331_284_R4_HT7KCBGX3_L001.fastq.gz	d92d08c75fa75d379857e54778792215	331_284_R4_HT7KCBGX3_L001
331_284_R4_HT7KCBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R4_HT7KCBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R4_HT7KCBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R4_HT7KCBGX3_L002	sequencing assay	331_284_R4_HT7KCBGX3_L002.fastq.gz	e80d0234e381bb0abbfde765ec8eefae	331_284_R4_HT7KCBGX3_L002
331_284_R4_HT7KCBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R4_HT7KCBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R4_HT7KCBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R4_HT7KCBGX3_L003	sequencing assay	331_284_R4_HT7KCBGX3_L003.fastq.gz	35cf7892a73deb54df4d70b079395a75	331_284_R4_HT7KCBGX3_L003
331_284_R4_HT7KCBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	331_284_R4_HT7KCBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	331_284_R4_HT7KCBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	331_284_R4_HT7KCBGX3_L004	sequencing assay	331_284_R4_HT7KCBGX3_L004.fastq.gz	4fd424abbfff1f35b4cb525e6e2dfc8c	331_284_R4_HT7KCBGX3_L004
521_284_input.all.hg19.merged.nodup.25M.w5.rpm	hg19	breast.hg19	Breast.cancer	521_284_input.all.hg19.merged.nodup.25M.w5.rpm.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_input.all.hg19.merged.nodup.25M.w5.rpm	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_input.all.hg19.merged.nodup.25M.w5.rpm	sequencing assay	521_284_input.all.hg19.merged.nodup.25M.w5.rpm.bw	cd8b85fca2d62a14a59444483c8bd723	521_284_input.all.hg19.merged.nodup.25M.w5.rpm.bw
521_284_input_HTF7GBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_input_HTF7GBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_input_HTF7GBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_input_HTF7GBGX3_L001	sequencing assay	521_284_input_HTF7GBGX3_L001.fastq.gz	78c1584bbbac3620afc1461545bcb0ef	521_284_input_HTF7GBGX3_L001
521_284_input_HTF7GBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_input_HTF7GBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_input_HTF7GBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_input_HTF7GBGX3_L002	sequencing assay	521_284_input_HTF7GBGX3_L002.fastq.gz	d6c88a90e97553906bd39f7c5a2cc401	521_284_input_HTF7GBGX3_L002
521_284_input_HTF7GBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_input_HTF7GBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_input_HTF7GBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_input_HTF7GBGX3_L003	sequencing assay	521_284_input_HTF7GBGX3_L003.fastq.gz	856912cabf3706e15c0cb48f7b043938	521_284_input_HTF7GBGX3_L003
521_284_input_HTF7GBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_input_HTF7GBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_input_HTF7GBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_input_HTF7GBGX3_L004	sequencing assay	521_284_input_HTF7GBGX3_L004.fastq.gz	cf67dc9623bf3d975241cc51c7afc4c3	521_284_input_HTF7GBGX3_L004
521_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	521_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	521_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	5b725c26a393ca57e79eed43e018f0c7	521_284_R1.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
521_284_R1_HTF7GBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R1_HTF7GBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R1_HTF7GBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R1_HTF7GBGX3_L001	sequencing assay	521_284_R1_HTF7GBGX3_L001.fastq.gz	5234d374a13a3040e913fdcf7bd3e415	521_284_R1_HTF7GBGX3_L001
521_284_R1_HTF7GBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R1_HTF7GBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R1_HTF7GBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R1_HTF7GBGX3_L002	sequencing assay	521_284_R1_HTF7GBGX3_L002.fastq.gz	fbd0768e6ed57376c1977e55568a46b3	521_284_R1_HTF7GBGX3_L002
521_284_R1_HTF7GBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R1_HTF7GBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R1_HTF7GBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R1_HTF7GBGX3_L003	sequencing assay	521_284_R1_HTF7GBGX3_L003.fastq.gz	32dce862f0c6c825643ac4b51d4f2f99	521_284_R1_HTF7GBGX3_L003
521_284_R1_HTF7GBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R1_HTF7GBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R1_HTF7GBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R1_HTF7GBGX3_L004	sequencing assay	521_284_R1_HTF7GBGX3_L004.fastq.gz	f63a86390811ea87a346ad86bb355522	521_284_R1_HTF7GBGX3_L004
521_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	521_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	521_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	23ac8205e8208c29b2589db3824d2442	521_284_R2.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
521_284_R2_HTF7GBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R2_HTF7GBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R2_HTF7GBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R2_HTF7GBGX3_L001	sequencing assay	521_284_R2_HTF7GBGX3_L001.fastq.gz	ee25d9dad64f398a64e4ae8db27c1f55	521_284_R2_HTF7GBGX3_L001
521_284_R2_HTF7GBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R2_HTF7GBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R2_HTF7GBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R2_HTF7GBGX3_L002	sequencing assay	521_284_R2_HTF7GBGX3_L002.fastq.gz	e64debe4523f9617989f0768f1b2ca9a	521_284_R2_HTF7GBGX3_L002
521_284_R2_HTF7GBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R2_HTF7GBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R2_HTF7GBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R2_HTF7GBGX3_L003	sequencing assay	521_284_R2_HTF7GBGX3_L003.fastq.gz	f1799b2616bdf1f1c67a68641129ed63	521_284_R2_HTF7GBGX3_L003
521_284_R2_HTF7GBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R2_HTF7GBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R2_HTF7GBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R2_HTF7GBGX3_L004	sequencing assay	521_284_R2_HTF7GBGX3_L004.fastq.gz	a2940fd32b6b57d6791fa068d83b8b31	521_284_R2_HTF7GBGX3_L004
521_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	521_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	521_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	c2159f5657c6e76ed07712b04cb109c4	521_284_R3.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
521_284_R3_HTF7GBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R3_HTF7GBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R3_HTF7GBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R3_HTF7GBGX3_L001	sequencing assay	521_284_R3_HTF7GBGX3_L001.fastq.gz	0e0de1d956415918aa53e02b5016a307	521_284_R3_HTF7GBGX3_L001
521_284_R3_HTF7GBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R3_HTF7GBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R3_HTF7GBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R3_HTF7GBGX3_L002	sequencing assay	521_284_R3_HTF7GBGX3_L002.fastq.gz	9f4f4e3ee2f5c9b8db51bac7f5da8a12	521_284_R3_HTF7GBGX3_L002
521_284_R3_HTF7GBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R3_HTF7GBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R3_HTF7GBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R3_HTF7GBGX3_L003	sequencing assay	521_284_R3_HTF7GBGX3_L003.fastq.gz	6bdb372147aad530aff701a030f75221	521_284_R3_HTF7GBGX3_L003
521_284_R3_HTF7GBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R3_HTF7GBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R3_HTF7GBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R3_HTF7GBGX3_L004	sequencing assay	521_284_R3_HTF7GBGX3_L004.fastq.gz	094c43d36219d6877185578b6699937c	521_284_R3_HTF7GBGX3_L004
521_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	hg19	breast.hg19	Breast.cancer	521_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	normalised.PDTX.reads.bigwig	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6	sequencing assay	521_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw	58b7a29ca2ced93afb4d42a01b2224fb	521_284_R4.all.hg19.merged.nodup.w5.rpm.sub.dm6.bw
521_284_R4_HKV2HBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R4_HKV2HBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R4_HKV2HBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R4_HKV2HBGX3_L001	sequencing assay	521_284_R4_HKV2HBGX3_L001.fastq.gz	d6e477325ee582efce0ea68a74dd4bf6	521_284_R4_HKV2HBGX3_L001
521_284_R4_HKV2HBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R4_HKV2HBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R4_HKV2HBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R4_HKV2HBGX3_L002	sequencing assay	521_284_R4_HKV2HBGX3_L002.fastq.gz	66ab9f29f521da3c03aae9005a7163b8	521_284_R4_HKV2HBGX3_L002
521_284_R4_HKV2HBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R4_HKV2HBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R4_HKV2HBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R4_HKV2HBGX3_L003	sequencing assay	521_284_R4_HKV2HBGX3_L003.fastq.gz	26ec6b968e3ca86491189e810071c640	521_284_R4_HKV2HBGX3_L003
521_284_R4_HKV2HBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R4_HKV2HBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R4_HKV2HBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R4_HKV2HBGX3_L004	sequencing assay	521_284_R4_HKV2HBGX3_L004.fastq.gz	cc1404a0a329ab640da3e9505732c323	521_284_R4_HKV2HBGX3_L004
521_284_R4_HT7TLBGX3_L001	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R4_HT7TLBGX3_L001	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R4_HT7TLBGX3_L001	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R4_HT7TLBGX3_L001	sequencing assay	521_284_R4_HT7TLBGX3_L001.fastq.gz	27a5d92de3ce61ca4c86c0888cf90083	521_284_R4_HT7TLBGX3_L001
521_284_R4_HT7TLBGX3_L002	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R4_HT7TLBGX3_L002	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R4_HT7TLBGX3_L002	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R4_HT7TLBGX3_L002	sequencing assay	521_284_R4_HT7TLBGX3_L002.fastq.gz	956f8fb6572f211401e75976cf3d3cf3	521_284_R4_HT7TLBGX3_L002
521_284_R4_HT7TLBGX3_L003	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R4_HT7TLBGX3_L003	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R4_HT7TLBGX3_L003	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R4_HT7TLBGX3_L003	sequencing assay	521_284_R4_HT7TLBGX3_L003.fastq.gz	04e38100997a0933c8de9348f2db1cfb	521_284_R4_HT7TLBGX3_L003
521_284_R4_HT7TLBGX3_L004	hg19_mm10_dm6	breast.hg19_mm10.breast_S2.dm6.cells	Breast.cancer	521_284_R4_HT7TLBGX3_L004	PDTX.tissue.chromatin.mixed.S2.dm6.chromatin	Protocol 1	Protocol 7	Protocol 6	Protocol 2	Protocol 3	521_284_R4_HT7TLBGX3_L004	SINGLE	ChIP	GENOMIC	ChIP-Seq	Protocol 4	Cancer Research UK Cambridge Institute	521_284_R4_HT7TLBGX3_L004	sequencing assay	521_284_R4_HT7TLBGX3_L004.fastq.gz	fa76d75abcae5cf135866decc6dfb4aa	521_284_R4_HT7TLBGX3_L004
